claim,subject,predicate,object,object_queried,property_id,confidence,route,mapping_source,kg_result,kg_retrieved,entity_exists,match_direction
Temple Grandin was directed by Christopher Nolan.,Temple Grandin,directed_by,,,,low,semantic_search,none,pending_semantic,,,
Sennacherib had more than one daughter.,Sennacherib,have,,,,low,semantic_search,none,pending_semantic,,,
Alvin and the Chipmunks is an American comedy film.,Alvin,be,comedy film,comedy film,P106,high,kg_exact_match,rule,no_match,,True,
Bank of America has daycare centers.,Bank of America,have,,,,low,semantic_search,none,pending_semantic,,,
Morgan Fairchild exclusively acts in film.,Morgan Fairchild,act,Morgan Fairchild,morgan fairchild,P57,medium,kg_retrieve,semantic_assist,not_found,,True,
Ed and Lorraine Warren rejected Roman Catholicism.,Lorraine Warren,reject,,,,low,semantic_search,none,pending_semantic,,,
Alexandria is outside of Egypt.,Alexandria,be,,,,low,semantic_search,none,pending_semantic,,,
Legendary Entertainment is owned by Wanda Group.,Legendary Entertainment,owned_by,Wanda Group,wanda group,P127,high,kg_exact_match,semantic_assist,property_not_in_kg,,,
Riz Ahmed acted in an Portuguese miniseries based on a British television series.,Riz Ahmed,act,,,,low,semantic_search,none,pending_semantic,,,
"Jack Dylan Grazer's parents are Angela Lafever and Gavin Grazer, who originated from Berlin.",Jack Dylan Grazer,be,angela lafever,angela lafever,P39,medium,kg_retrieve,rule,not_found,,True,
Chris Benoit is from North America.,Chris Benoit,be,North America,north america,P27,high,kg_exact_match,rule,no_match,,True,
David Lloyd George was named one of the 100 Greatest Americans.,David Lloyd George,name,,,,low,semantic_search,none,pending_semantic,,,
Mikhail Prokhorov is the former chairman of Russia's largest gold producer.,Mikhail Prokhorov,be,producer,producer,P106,high,kg_exact_match,rule,no_match,,True,
Blank Space originated in United Kingdom.,Blank Space,originate,,,,low,semantic_search,none,pending_semantic,,,
Issa Rae has started up her own YouTube outlet.,Issa Rae,start,YouTube,youtube,P112,medium,kg_retrieve,semantic_assist,not_found,,True,
The Bengal tiger is a member of the largest Broadway cast.,tiger,be,largest Broadway cast,largest broadway cast,P463,high,kg_exact_match,rule,property_not_in_kg,,,
Sennacherib had 18 sons.,Sennacherib,have,,,,low,semantic_search,none,pending_semantic,,,
Bank of America has call centers.,Bank of America,have,,,,low,semantic_search,none,pending_semantic,,,
The New England Patriots reached ten Super Bowls.,New England Patriots,reach,,,,low,semantic_search,none,pending_semantic,,,
Hezbollah is part of Iran.,Hezbollah,be,Iran,iran,P361,high,kg_exact_match,rule,property_not_in_kg,,,
Manchester by the Sea is distributed globally.,Manchester,distribute,,,,low,semantic_search,none,pending_semantic,,,
Gaius Julius Caesar was born in 130 BC.,Gaius Julius Caesar,born,,,P19,low,kg_retrieve,rule,retrieved,rome,,
Manchester United has had two coaches.,Manchester United,have,,,,low,semantic_search,none,pending_semantic,,,
"Henry III of France was succeeded by Henry IV, founder of the House of Bourbon.",Henry III,succeed,,,,low,semantic_search,none,pending_semantic,,,
Henry VIII was the father of Elizabeth I.,Henry VIII,be,father,father,P39,medium,kg_retrieve,rule,retrieved,prince of wales | duke of york | earl of chester | earl marshal | lord lieutenant of ireland,,
Linkin Park made Reanimation,Linkin Park,make,,,,low,semantic_search,none,pending_semantic,,,
The Bengal tiger is from the 1970s Olympics.,tiger,be,,,,low,semantic_search,none,pending_semantic,,,
Sonny & Cher was a sibling duo.,Sonny & Cher,be,,,,low,semantic_search,none,pending_semantic,,,
Zoe Saldana likes to dance.,Zoe Saldana,like,,,,low,semantic_search,none,pending_semantic,,,
Anne Boleyn is an influential mechanic.,Anne Boleyn,be,influential mechanic,influential mechanic,P106,high,kg_exact_match,rule,no_match,,True,
A person afflicted with Parkinson's disease is Michael J. Fox.,person,be,,,,low,semantic_search,none,pending_semantic,,,
Rick Ross founded the Maybach Music Group in 2009.,Maybach Music Group,founded_by,Rick Ross,rick ross,P112,medium,kg_retrieve,rule,not_found,,False,
Celebrity Rehab with Dr. Drew was set in the Serenity Treatment Center.,Celebrity Rehab,set,Drew,drew,P463,high,kg_exact_match,semantic_assist,property_not_in_kg,,,
The House of the Spirits is based on the 1982 book La Casa de los Espíritus by Isabel Allende.,House of the Spirits,base,,,,low,semantic_search,none,pending_semantic,,,
Kevin Bacon was in a film directed by Nicole Kassell in 2005.,Kevin Bacon,be,,,,low,semantic_search,none,pending_semantic,,,
Jiang Wen is from China and is also a professional director.,Jiang Wen,be,China,china,P27,high,kg_exact_match,rule,no_match,,True,
Gaius Julius Caesar only died in 70 BC.,Julius Caesar,died,,,P570,low,kg_retrieve,rule,retrieved,-0043-03-13,,
NXT Tag Team Championship was created by WWE in 2002.,NXT Tag Team Championship,create,,,,low,semantic_search,none,pending_semantic,,,
Mandy Moore is not a musician.,Mandy Moore,be,musician,musician,P106,high,kg_exact_match,rule,no_match,,True,
Boeing 787 Dreamliner has always had the same name.,Dreamliner,have,,,,low,semantic_search,none,pending_semantic,,,
Dawood Ibrahim is originally from the capital city of the Indian state of Maharashtra.,Dawood Ibrahim,be,,,,low,semantic_search,none,pending_semantic,,,
Henry III of France was succeeded by another Henry.,Henry III,succeed,,,,low,semantic_search,none,pending_semantic,,,
Nawaz Sharif has no record in politics.,Nawaz Sharif,have,,,,low,semantic_search,none,pending_semantic,,,
Richard Fortus refuses to join Guns N' Roses.,Richard Fortus,refuse,,,,low,semantic_search,none,pending_semantic,,,
Georges Gilles de la Tourette described symptoms in 1884.,Georges Gilles de la Tourette,describe,,,,low,semantic_search,none,pending_semantic,,,
Nina Jacobson was president of a General Motors subsidiary.,Nina Jacobson,be,president,president,P106,high,kg_exact_match,rule,no_match,,True,
Manchester United F.C. was one of the world's highest-earning football clubs for a season.,Manchester United F.C,be,one,one,P39,medium,kg_retrieve,rule,not_found,,False,
US Airways Flight 1549 did not have any people on board.,Flight 1549,have,,,,low,semantic_search,none,pending_semantic,,,
Taarak Mehta Ka Ooltah Chashmah is produced by Universal Studios.,Ooltah Chashmah,produced,,,,low,semantic_search,none,pending_semantic,,,
Skopje was contested between the Byzantines and the Bulgarian Empire.,Skopje,contest,,,,low,semantic_search,none,pending_semantic,,,
The Ukrainian Soviet Socialist Republic became Ukraine before the founding of the United Nations.,Socialist Republic,become,,,,low,semantic_search,none,pending_semantic,,,
The Indiana Pacers were established as a member of Major League Baseball.,Indiana Pacers,founded_by,,,,low,semantic_search,none,pending_semantic,,,
The Boeing 767 is only a personal aircraft.,767,be,,,,low,semantic_search,none,pending_semantic,,,
Lyon is a city in Southwest France.,Lyon,be,,,,low,semantic_search,none,pending_semantic,,,
The Stanford prison experiment was funded by an organization.,Stanford prison experiment,fund,,,,low,semantic_search,none,pending_semantic,,,
Kaya Scodelario was nominated for two Emmy Award.,Kaya Scodelario,nominate,,,,low,semantic_search,none,pending_semantic,,,
The latest ceremony of the Logie Awards was at Boston.,ceremony,be,,,,low,semantic_search,none,pending_semantic,,,
Brown University's main campus is larger than the College Hill Historic District of Providence.,Brown University's,be,,,,low,semantic_search,none,pending_semantic,,,
Jack Dylan Grazer was born in California.,Jack Dylan Grazer,born,California,california,P19,high,kg_exact_match,rule,no_match,,True,
Issa Rae has developed her own platform.,Issa Rae,developed_by,,,,low,semantic_search,none,pending_semantic,,,
Menace II Society is set in 1991.,Menace II Society,set,,,,low,semantic_search,none,pending_semantic,,,
John Frusciante was incapable of releasing eleven solo albums.,John Frusciante,be,incapable,incapable,P39,medium,kg_retrieve,rule,not_found,,True,
House of Balloons is by Queen.,House of Balloons,be,,,,low,semantic_search,none,pending_semantic,,,
Stephen Moyer was in Prince Valiant.,Stephen Moyer,be,Prince Valiant,prince valiant,P131,medium,kg_exact_match,rule,property_not_in_kg,,,
The Vandals moved around Asia.,Vandals,move,,,,low,semantic_search,none,pending_semantic,,,
Yvonne Strahovski has done the voice-over for movies and TV shows.,Yvonne Strahovski,do,,,,low,semantic_search,none,pending_semantic,,,
UNESCO's City of Literature class is part of its Creative Cities Network.,class,be,Creative Cities Network,creative cities network,P361,high,kg_exact_match,rule,property_not_in_kg,,,
The Vandals established kingdoms in 1908 and 1910.,Vandals,founded_by,,,,low,semantic_search,none,pending_semantic,,,
Natasha Lyonne wasn't born in 1979.,Natasha Lyonne,born,1979,1979,P569,high,kg_exact_match,rule,no_match,,True,
Kevin Bacon refuses to ever play former child abusers.,Kevin Bacon,refuse,,,,low,semantic_search,none,pending_semantic,,,
The Brat Pack appeared together in elder-oriented coming-of-age films.,Brat Pack,appeared_in,,,,low,semantic_search,none,pending_semantic,,,
Faye Resnick has been on television.,Faye Resnick,be,,,,low,semantic_search,none,pending_semantic,,,
The SpongeBob SquarePants Movie is a TV show.,SpongeBob SquarePants Movie,be,,,,low,semantic_search,none,pending_semantic,,,
Morgan Fairchild played the role of Jordan Roberts in Falcon Crest.,Morgan Fairchild,played_in,,,,low,semantic_search,none,pending_semantic,,,
Yvonne Strahovski's son's name is Strzechowski.,son,be,strzechowski,strzechowski,P39,medium,kg_retrieve,rule,not_found,,False,
Boeing 787 Dreamliner was renamed.,787 Dreamliner,rename,,,,low,semantic_search,none,pending_semantic,,,
Ron Dennis is the owner of Absolute Taste.,Ron Dennis,be,owner,owner,P39,medium,kg_retrieve,rule,retrieved,executive director | président-directeur général,,
Faye Resnick is a good cook.,Faye Resnick,be,good cook,good cook,P106,high,kg_exact_match,rule,no_match,,True,
Fred Seibert produces for television and the internet.,Fred Seibert,produced,,,,low,semantic_search,none,pending_semantic,,,
L. Ron Hubbard died in California.,L. Ron Hubbard,died,California,california,P20,high,kg_exact_match,rule,property_not_in_kg,,,
Dawood Ibrahim is a separatist terrorist.,Dawood Ibrahim,be,separatist terrorist,separatist terrorist,P106,high,kg_exact_match,rule,no_match,,True,
Sherilyn Fenn did not have a role in Of Mice and Men.,Sherilyn Fenn,have,,,,low,semantic_search,none,pending_semantic,,,
The SpongeBob SquarePants Movie was directed by Stephen Hillenburg.,SpongeBob SquarePants Movie,directed_by,,,,low,semantic_search,none,pending_semantic,,,
"Lyon had a population of 506,615 in January 2014.",Lyon,have,,,,low,semantic_search,none,pending_semantic,,,
"Manchester United is based in Bolton, Greater Manchester, England.",Manchester United,base,Bolton,bolton,P159,high,kg_exact_match,rule,no_match,,False,
Ragtime is the final film appearance of James Spader.,Ragtime,be,,,,low,semantic_search,none,pending_semantic,,,
Chris Paul is a basketball player focused on coordinating team offense.,Chris Paul,be,,,,low,semantic_search,none,pending_semantic,,,
Anna Nicole Smith modelled for Diesel.,Anna Nicole Smith,model,,,,low,semantic_search,none,pending_semantic,,,
John Frusciante is an American musician.,John Frusciante,be,musician,musician,P106,high,kg_exact_match,rule,no_match,,True,
Firefox is an application.,Firefox,be,application,application,P106,high,kg_exact_match,rule,no_match,,True,
William Howard Taft declined offers of rejection from a federal court.,William Howard Taft,decline,,,,low,semantic_search,none,pending_semantic,,,
"Dan Brown was born June 22, 1964.",Dan Brown,born,"June 22, 1964",1964-06-22,P569,high,kg_exact_match,rule,match,,,
Riz Ahmed acted in an 8-part crime drama miniseries.,Riz Ahmed,act,,,,low,semantic_search,none,pending_semantic,,,
Mikhail Prokhorov was the chairman of Russia's largest gold producer from 2000 to 2005.,Mikhail Prokhorov,be,producer,producer,P106,high,kg_exact_match,rule,no_match,,True,
"On October 11, 1977, Matt Bomer was born.",Matt Bomer,born,"October 11, 1977",1977-10-11,P569,high,kg_exact_match,rule,match,,,
Benjamin Franklin was a worker.,Benjamin Franklin,be,worker,worker,P106,high,kg_exact_match,rule,no_match,,True,
Simon Cowell gives money.,Simon Cowell,give,,,,low,semantic_search,none,pending_semantic,,,
American Idol (season 8) was hosted by Ryan Seacrest for the eighth season in a row.,American Idol,host,,,,low,semantic_search,none,pending_semantic,,,
Anne Boleyn did not return to England.,Anne Boleyn,return,,,,low,semantic_search,none,pending_semantic,,,
Sonny & Cher began in the 20th century.,Sonny & Cher,begin,,,,low,semantic_search,none,pending_semantic,,,
Richard Kuklinski has a cellphone.,Richard Kuklinski,have,,,,low,semantic_search,none,pending_semantic,,,
B. R. Ambedkar was not in the Navy.,B. R. Ambedkar,be,Navy,navy,P463,high,kg_exact_match,semantic_assist,property_not_in_kg,,,
Roberto Orci worked.,Roberto Orci,worked,,,,low,semantic_search,none,pending_semantic,,,
Jed Whedon is an American icon.,Jed Whedon,be,icon,icon,P106,high,kg_exact_match,rule,no_match,,True,
Chris Benoit died in June.,Chris Benoit,died,June,june,P570,high,kg_exact_match,rule,no_match,,True,
Alvin and the Chipmunks is a Canadian film.,Alvin,be,film,film,P106,high,kg_exact_match,rule,no_match,,True,
Meteora is the sophomore album of Linkin Park.,Meteora,be,sophomore album,sophomore album,P39,medium,kg_retrieve,rule,not_found,,False,
Logie Awards is the name of a movie.,Logie Awards,be,,,,low,semantic_search,none,pending_semantic,,,
Georges Gilles de la Tourette described a novel.,Georges Gilles de la Tourette,describe,,,,low,semantic_search,none,pending_semantic,,,
Gamal Abdel Nasser's graduation ceremony drew five million mourners.,Gamal Abdel Nasser,draw,,,,low,semantic_search,none,pending_semantic,,,
Doug Petrie was unable to appear in Dr. Horrible's Sing-Along Blog.,Doug Petrie,be,,,,low,semantic_search,none,pending_semantic,,,
Alvin and the Chipmunks was the first film directed by Tim Hill.,Alvin,be,hill,hill,P39,medium,kg_retrieve,rule,not_found,,True,
Times Higher Education World University Rankings is a publication of rankings by a Republican.,Times Higher Education World University Rankings,be,,,,low,semantic_search,none,pending_semantic,,,
Lyon is a city in debt.,Lyon,be,,,,low,semantic_search,none,pending_semantic,,,
Menace II Society is only set in Mexico.,Menace II Society,set,,,,low,semantic_search,none,pending_semantic,,,
David Attenborough worked at the BBC.,David Attenborough,worked,BBC,bbc,P463,high,kg_exact_match,semantic_assist,property_not_in_kg,,,
Celebrity Rehab with Dr. Drew was a scripted TV drama.,Celebrity Rehab,be,,,,low,semantic_search,none,pending_semantic,,,
Benjamin Franklin was a poet.,Benjamin Franklin,be,poet,poet,P106,high,kg_exact_match,rule,no_match,,True,
SpongeBob SquarePants is not a media franchise.,SpongeBob SquarePants,be,,,,low,semantic_search,none,pending_semantic,,,
Simon Pegg is a producer and an actor.,Simon Pegg,be,producer,producer,P106,high,kg_exact_match,rule,no_match,,True,
