claim,subject,predicate,object_raw,object_text,property_id,confidence,route,mapping_source,semantic_score,relation_phrase,object
"Gory Guerrero was born on January 1st, 1911.",Gory Guerrero,born,"January 1st, 1911","January 1st, 1911",P569,high,kg_exact_match,rule,,,
Cary Elwes is English.,Cary Elwes,be,United Kingdom,United Kingdom,P27,high,kg_exact_match,rule,,,
John DiMaggio had a role on Teen Titans.,John DiMaggio,have,a role on Teen Titans,,,low,semantic_search,none,,have,
Roberto Orci wrote Star Trek Into Darkness with Alex Kurtzman and Damon Lindelof.,Star Trek Into Darkness,written_by,Roberto Orci,Roberto Orci,P58,medium,kg_retrieve,rule,,,
Key & Peele has been nominated for an award.,Key & Peele,nominate,,,,low,semantic_search,none,,nominate for an award be,
Toy Story 2 was produced by Pixar Animation Studios.,Toy Story,produced,,,,low,semantic_search,none,,produce be,
The Bengal tiger was subordinated into a genus.,tiger,subordinate,,,,low,semantic_search,none,,subordinate into a genus be,
Stephen King has published 54 video games.,Stephen King,publish,54 video games,,,low,semantic_search,none,,publish,
Henry III of France became a Protestant convert in 1589.,Henry III,become,a Protestant convert,,,low,semantic_search,none,,become a protestant convert in date,
Sonny Bono was a singer.,Sonny Bono,be,singer,singer,P106,high,kg_exact_match,rule,,,
Faye Resnick is German.,Faye Resnick,be,Germany,Germany,P27,high,kg_exact_match,rule,,,
Dawood Ibrahim is originally from a noble family.,Dawood Ibrahim,be,,,,low,semantic_search,none,,be from a noble family,
James Spader is known for his hatred of eccentric characters.,James Spader,know,,,,low,semantic_search,none,,know for his hatred of eccentric characters,
Jonah Hill starred in Cloud Atlas.,Cloud Atlas,stars_in,Jonah Hill,Jonah Hill,P161,medium,kg_retrieve,rule,,,
Stephen Moyer refused to ever act in anything.,Stephen Moyer,refuse,,,,low,semantic_search,none,,refuse act,
"James, Viscount Severn was born in Manchester.",James,born,Manchester,Manchester,P19,high,kg_exact_match,rule,,,
The Originals (TV series) began airing on The CW in October in Prague.,Originals,begin,,,,low,semantic_search,none,,begin air,
Jiang Wen is exclusively American.,Jiang Wen,be,United States,United States,P27,high,kg_exact_match,rule,,,
US Airways Flight 1549 did not have any pilots.,Flight 1549,have,any pilots,,,low,semantic_search,none,,have do,
"Jack Dylan Grazer is an American child actor, who has appeared in the film Home Alone 2.",Jack Dylan Grazer,be,actor,actor,P106,high,kg_exact_match,rule,,,
Blank Space is on a top 10 list in the country Czech Republic.,Blank Space,be,,,,low,semantic_search,none,,be on a top 10 list in the country czech republic,
Curacao is one of the ABC Islands.,Curacao,be,one,one,P106,high,kg_exact_match,rule,,,
Skopje was the capital of an Empire.,Skopje,be,the capital of an Empire,,,low,semantic_search,none,,be the capital of an empire,
Firefox is an operating system shell.,Firefox,be,an operating system shell,,,low,semantic_search,none,,be an operating system shell,
Ricardo Montalbán graduated college in 2009.,Ricardo Montalbán,graduate,college,,,low,semantic_search,none,,graduate in date,
Bank of America has automated teller dogs.,Bank of America,have,automated teller dogs,,,low,semantic_search,none,,have,
Alvin and the Chipmunks is made with both live action and hand-drawn animation.,Alvin,make,,,,low,semantic_search,none,,make with both live action and hand-drawn animation,
Rick Ross released Hood Billionaire in 2010.,Rick Ross,released,Hood Billionaire,,,low,semantic_search,none,,release in date,
Ron Dennis owns a dog.,Ron Dennis,owned_by,a dog,dog,P127,high,kg_exact_match,rule,,,
Joni Mitchell released 17 prisoners from federal incarceration.,Joni Mitchell,released,17 prisoners,,,low,semantic_search,none,,release from federal incarceration,
Sonny Bono was murdered by Cher.,Sonny Bono,murder,,,,low,semantic_search,none,,murder be,
Temple Grandin was directed by Mick Jackson.,Temple Grandin,directed_by,,,,low,semantic_search,none,,direct be,
The New England Patriots lost five Super Bowls.,New England Patriots,lose,Super Bowls,,,low,semantic_search,none,,lose,
American Idol (season 8) had Simon Cowell as a judge.,American Idol,have,Simon Cowell,,,low,semantic_search,none,,have as a judge,
Charles de Gaulle was a Polish Resistance leader.,Charles de Gaulle,be,resistance leader,resistance leader,P106,high,kg_exact_match,rule,,,
The Mormon population has been growing rapidly due to high birth and conversion pizzas.,Mormon population,grow,,,,low,semantic_search,none,,grow due be,
Woodrow Wilson did not work in the United States.,Woodrow Wilson,worked,,,,low,semantic_search,none,,work in place do,
Other A$AP Mob members have had their music videos directed by ASAP Rocky.,AP Mob members,have,videos,,,low,semantic_search,none,,have,
Zoe Saldana is a Texan.,Zoe Saldana,be,texan,texan,P106,high,kg_exact_match,rule,,,
Google Search shows home listings for every property within the user's zip code.,Google Search,show,home listings,,,low,semantic_search,none,,show for every property within the user's zip code,
The SpongeBob SquarePants Movie is a horror film.,SpongeBob SquarePants Movie,be,a horror film,,,low,semantic_search,none,,be a horror film,
"Loretta Sanchez was born on January 7, 1950.",Loretta Sanchez,born,"January 7, 1950","January 7, 1950",P569,high,kg_exact_match,rule,,,
Dawood Ibrahim is a crook.,Dawood Ibrahim,be,crook,crook,P106,high,kg_exact_match,rule,,,
Sonny Bono was an American freedom fighter.,Sonny Bono,be,freedom fighter,freedom fighter,P106,high,kg_exact_match,rule,,,
Caleb McLaughlin was named on the month of October.,Caleb McLaughlin,name,,,,low,semantic_search,none,,name on date be,
Samsung entered the drilling industry in the 1970's.,Samsung,enter,the drilling industry,,,low,semantic_search,none,,enter in date,
Nina Jacobson is an executive for film.,Nina Jacobson,be,executive,executive,P106,high,kg_exact_match,rule,,,
Manchester United's current name is the Newton Heath LYR Football Club.,Newton Heath LYR Football Club,be,the Newton Heath LYR Football Club,,,low,semantic_search,none,,be the newton heath lyr football club,
Elizabeth I was the aunt of Henry VIII.,I,be,aunt,aunt,P39,medium,kg_retrieve,rule,,,
James Brolin appeared in soap operas.,James Brolin,appeared_in,,,,low,semantic_search,none,,appear in soap operas,
Dulquer Salmaan received a Filmfare Award nomination for Best Actor.,Salmaan,received,a Filmfare Award nomination for Best Actor,Filmfare Award nomination for Best Actor,P166,high,kg_exact_match,rule,,,
Woodrow Wilson played music in a basement.,basement,played_in,Woodrow Wilson,Woodrow Wilson,P161,medium,kg_retrieve,rule,,,
Adobe Photoshop is part of the Microsoft Systems.,Adobe Photoshop,be,the Microsoft Systems,Microsoft Systems,P361,high,kg_exact_match,rule,,,
Kevin Bacon was in a 1996 film along with Burt Reynolds.,Kevin Bacon,be,,,,low,semantic_search,none,,be in a 1996 film along with burt reynolds,
L. Ron Hubbard died in 1996.,L. Ron Hubbard,died,1996,1996,P570,high,kg_exact_match,rule,,,
B. R. Ambedkar is only referred to by that name.,B. R. Ambedkar,refer,,,,low,semantic_search,none,,refer to,
The Vandals founded kingdoms in Spain and North Africa.,Vandals,founded_by,North Africa,North Africa,P131,medium,kg_exact_match,semantic_assist,,found in place,
"The Airbus A380 entered commercial service on October 25, 2017.",A380,enter,commercial service,,,low,semantic_search,none,,enter on date,
A.J. Styles is a professional wrestler.,A.J. Styles,be,wrestler,wrestler,P106,high,kg_exact_match,rule,,,
"Nina Jacobson worked for Buena Vista Motion Pictures Group until July 17, 2006.",Nina Jacobson,worked,Buena Vista Motion Pictures Group,Buena Vista Motion Pictures Group,P463,high,kg_exact_match,rule,,,
David Attenborough served as controller of BBC Two in 1970.,David Attenborough,served_as,controller,controller,P39,medium,kg_retrieve,rule,,,
The first NBA Finals title Chris Bosh won was in 2012.,Finals title,won,,,,low,semantic_search,none,,win be,
Bank of America has call centers in Wisconsin.,Bank of America,call,centers,,,low,semantic_search,none,,call in place,
ASAP Rocky is only a music video actor.,,be,actor,actor,P39,medium,semantic_search,rule,,,
Temple Grandin is a 2010 romantic comedy film.,Temple Grandin,be,film,film,P39,medium,kg_retrieve,rule,,,
Georges Gilles de la Tourette described things.,Georges Gilles de la Tourette,describe,things,,,low,semantic_search,none,,describe,
The Marvel Comics character Daredevil is the basis for the TV series of the same name.,character,be,basis,basis,P39,medium,kg_retrieve,rule,,,
Stephen Hillenburg directed The SpongeBob SquarePants Movie.,SpongeBob SquarePants Movie,directed_by,Stephen Hillenburg,Stephen Hillenburg,P57,medium,kg_retrieve,rule,,,
"The Airbus A380 entered commercial service on Monday October 25, 2007.",A380,enter,commercial service,,,low,semantic_search,none,,enter on date,
John Frusciante worked with jazz in his music.,John Frusciante,worked,,,,low,semantic_search,none,,work with jazz in his music,
Celebrity Rehab with Dr. Drew was later known by another name.,Celebrity Rehab,know,,,,low,semantic_search,none,,know be,
American Idol (season 8) had Simon Cowell as a producer.,American Idol,have,Simon Cowell,,,low,semantic_search,none,,have as a producer,
Ed and Lorraine Warren were lawyers.,Lorraine Warren,be,lawyer,lawyer,P106,high,kg_exact_match,rule,,,
Death Note is a Japanese television series based on a manga series published by Tsugumi Ohba.,Death Note,be,Japan,Japan,P27,high,kg_exact_match,rule,,,
Antigua and Barbuda was named in honor of Tim Burton.,Antigua,name,,,,low,semantic_search,none,,name in honor of tim burton be,
"Simi Valley, California, reported a per-capita gross domestic product of $87,894 in the 2012 U.S. Census.",Simi Valley,report,"a per-capita gross domestic product of $87,894",,,low,semantic_search,none,,report in organization,
Anna Nicole Smith was a model for Guess.,Anna Nicole Smith,be,model,model,P106,high,kg_exact_match,rule,,,
Samsung never entered the construction industry.,Samsung,enter,the construction industry,,,low,semantic_search,none,,enter,
Yvonne Strahovski has only worked on movies.,Yvonne Strahovski,worked,,,,low,semantic_search,none,,work on movies,
"In the country Germany, Blank Space is on a top 10 list.",Blank Space,be,,,,low,semantic_search,none,,be in the country germany on a top 10 list,
Fred Seibert has produced animated fantasy programs.,Fred Seibert,produced,animated fantasy programs,,,low,semantic_search,none,,produce,
The Boeing 767 is used for transatlantic flights.,767,use,,,,low,semantic_search,none,,use for transatlantic flights,
Jeb Bush is the younger brother of a salesman.,Jeb Bush,be,younger brother,younger brother,P39,medium,kg_retrieve,rule,,,
Gory Guerrero was a vegan.,Gory Guerrero,be,vegan,vegan,P106,high,kg_exact_match,rule,,,
Mandy Moore had a career in music.,Mandy Moore,have,a career in music,,,low,semantic_search,none,,have,
Riz Ahmed was an actor in a miniseries about crime.,Riz Ahmed,be,actor,actor,P106,high,kg_exact_match,rule,,,
Fargo (season 3) aired on FX.,Fargo,air,,,,low,semantic_search,none,,air on organization,
The Paper stars Marisa Tomei and Robin Wright.,Paper,stars_in,Marisa Tomei,,,low,semantic_search,none,,star,
Jonah Hill ranked 28th on Forbes magazine's ranking of world's highest paid actors from June 2011 to June 2012.,Jonah Hill,rank,,,,low,semantic_search,none,,rank on forbes magazine's ranking of world's highest paid actors from june 2011 to june 2012,
Woodrow Wilson lived.,Woodrow Wilson,live,,,,low,semantic_search,none,,live,
Antigua is also known as Hawaii.,Antigua,know,,,,low,semantic_search,none,,know as place,
Dawood Ibrahim originally comes from the capital city of the Indian state of Maharashtra.,Dawood Ibrahim,come,,,,low,semantic_search,none,,come from the capital city of the indian state of maharashtra,
Olympic medals no longer display the Colosseum as of the 2004 Athens Olympics.,medals,display,Colosseum,,,low,semantic_search,none,,display as,
MSG is a savory flavor enhancer.,MSG,be,a savory flavor enhancer,,,low,semantic_search,none,,be a savory flavor enhancer,
Matt Bomer has a middle name.,Matt Bomer,have,a middle name,,,low,semantic_search,none,,have,
Joni Mitchell quit smoking.,Joni Mitchell,quit,smoking,,,low,semantic_search,none,,quit,
Curacao is the only ABC island.,Curacao,be,abc island,abc island,P106,high,kg_exact_match,rule,,,
Linkin Park topped the Billboard 200 albums in 2005.,Linkin Park,top,200 albums,,,low,semantic_search,none,,top in date,
John DiMaggio has had roles on multiple shows.,John DiMaggio,have,roles on multiple shows,,,low,semantic_search,none,,have,
The ABC islands are part of the Caribbean.,ABC islands,be,Caribbean,Caribbean,P361,high,kg_exact_match,rule,,,
The Nine Network had a live broadcast of the latest ceremony of the Logie Awards.,Nine Network,have,a live broadcast of the latest ceremony of the Logie Awards,,,low,semantic_search,none,,have,
Benjamin Franklin was a person.,Benjamin Franklin,be,person,person,P106,high,kg_exact_match,rule,,,
Keegan-Michael Key appeared at the White House Correspondents' Dinner.,Keegan-Michael Key,appeared_in,,,,low,semantic_search,none,,appear at place,
"UNESCO's City of Literature program aims to promote the social, economic and cultural development of cities in both the developed and the developing world.",UNESCO,aim,,,,low,semantic_search,none,,aim promote,
Bob Ross never appeared on TV.,Bob Ross,appeared_in,,,,low,semantic_search,none,,appear on tv,
Freddie Highmore has never been nominated for the Critics' Choice Television Award.,Freddie Highmore,nominate,,,,low,semantic_search,none,,nominate for organization be,
James Spader starred in a film.,film,stars_in,James Spader,James Spader,P161,medium,kg_retrieve,rule,,,
The Cyclades are in the Dead Sea.,Cyclades,be,the Dead Sea,Dead Sea,P131,medium,kg_exact_match,rule,,,
A.J. Styles's weight class is heavyweight.,A.J. Styles,be,heavyweight,heavyweight,P39,medium,kg_retrieve,rule,,,
B. R. Ambedkar did not live in India.,B. R. Ambedkar,live,,,,low,semantic_search,none,,live in place do,
Jenny McCarthy modeled for Playboy magazine in 1990.,Jenny McCarthy,model,,,,low,semantic_search,none,,model for playboy magazine in date,
Firefox is a browser.,Firefox,be,browser,browser,P106,high,kg_exact_match,rule,,,
Maximum Overdrive is a 1986 science fiction action horror comedy film written and directed by Stephen King.,Maximum Overdrive,be,king,king,P39,medium,kg_retrieve,rule,,,
Samsung went into the electronics industry in the late 1960s.,Samsung,go,,,,low,semantic_search,none,,go into the electronics industry in date,
