claim,label,matched
"Dan Brown graduated college on June 22, 1964.",NOT ENOUGH INFO,['dan brown']
Logie Awards had 23 attendees in 2017.,NOT ENOUGH INFO,['logie awards']
NXT Tag Team Championship was produced by the WWE on the developmental brand NXT as it's first project.,NOT ENOUGH INFO,['wwe']
Legendary Entertainment is a rival of Wanda Group.,REFUTES,['legendary entertainment']
Death Note is a Japanese television drama that is being adapted into a major motion picture.,NOT ENOUGH INFO,['death note']
Sennacherib was assassinated in Canada.,NOT ENOUGH INFO,['sennacherib']
Simon Pegg is a person.,SUPPORTS,['simon pegg']
Nawaz Sharif has been in office since June 2014.,NOT ENOUGH INFO,['nawaz sharif']
Fred Seibert has produced live action horror programs.,NOT ENOUGH INFO,['fred seibert']
The Vandals established kingdoms starting in the 6th century.,REFUTES,['vandals']
Boeing 787 Dreamliner is a machine.,SUPPORTS,['boeing']
Richard Kuklinski led a double symphony.,NOT ENOUGH INFO,['richard kuklinski']
The Office (US) had zero episodes.,REFUTES,['the office (us']
Key & Peele has won two raffles.,NOT ENOUGH INFO,['key & peele']
Samsung was separated into ten business groups in 1987.,REFUTES,['samsung']
David Lloyd George has yet to be the subject of any vote.,REFUTES,['david lloyd george']
Caleb McLaughlin was born on the tenth month of the year October.,SUPPORTS,['caleb mclaughlin']
Jeb Bush's maternal parent is Barbara Bush.,SUPPORTS,['jeb bush']
Taarak Mehta Ka Ooltah Chashmah is not from India.,REFUTES,['taarak mehta']
SpongeBob SquarePants is a German series.,REFUTES,['spongebob squarepants']
James Brolin has never appeared in television.,REFUTES,['james brolin']
Times Higher Education World University Rankings is a publication of rankings unaffiliated with Times Higher Education (THE) magazine.,REFUTES,"['times', 'times higher education world university rankings']"
Chris Benoit is Japanese.,NOT ENOUGH INFO,['chris benoit']
Gory Guerrero was African only.,REFUTES,['gory guerrero']
Ron Dennis is the Global Consultant for the United States government.,REFUTES,['ron dennis']
Matt Bomer is Irish.,REFUTES,['matt bomer']
Jamie Lee Curtis' father is unknown.,NOT ENOUGH INFO,['jamie lee curtis']
Wendy Dagworthy and Jonathan Prew were the parents of Augustus Prew.,SUPPORTS,['augustus prew']
Woodrow Wilson established a national library.,NOT ENOUGH INFO,['woodrow wilson']
Natasha Lyonne is not known as Natasha Bianca Lyonne Braunstein.,REFUTES,['natasha lyonne']
Joseph Merrick was a severely deformed man in East Germany.,REFUTES,['joseph merrick']
Ricardo Montalbán died in 2009 from a gunshot wound.,NOT ENOUGH INFO,['ricardo montalbán']
Morgan Fairchild played the role of Greg Reardon.,NOT ENOUGH INFO,['morgan fairchild']
Laura Robson won the lottery.,NOT ENOUGH INFO,['laura robson']
Key & Peele has won two Primetime Emmy Awards.,SUPPORTS,"['key & peele', 'primetime emmy awards']"
Morgan Fairchild was in Paper Dolls in 2000.,NOT ENOUGH INFO,['morgan fairchild']
The American actor that plays Chumlee was born in the early 1980s.,NOT ENOUGH INFO,['chumlee']
The New England Patriots owns the record for least Super Bowls reached.,REFUTES,['the new england patriots']
James Brolin appeared in several 1990s sitcoms.,NOT ENOUGH INFO,['james brolin']
Cars 3 is a computer animated Pixar movie.,SUPPORTS,['pixar']
The Airbus A380 has yet to enter commercial service.,REFUTES,['airbus']
Ding Yanyuhang plays basketball professionally.,SUPPORTS,['ding yanyuhang']
James Spader starred in a controversial 1987 film.,NOT ENOUGH INFO,['james spader']
Rob McElhenney has yet to appear on television.,REFUTES,['rob mcelhenney']
Vic Mensa is Vietnamese.,REFUTES,['vic mensa']
Jed Whedon plays music professionally.,SUPPORTS,['jed whedon']
Staton is the middle name of Matt Bomer.,SUPPORTS,['matt bomer']
Henry III of France was exiled in 1589.,NOT ENOUGH INFO,['henry iii']
Woodrow Wilson lived in part of the 20th century and was president from 1913 to 1921.,SUPPORTS,['woodrow wilson']
There were 953 Mormon members in 1971.,SUPPORTS,['mormon']
William Cohen is a religious leader.,NOT ENOUGH INFO,['william cohen']
James Spader turned down all roles in Secretary.,REFUTES,['james spader']
Jean-Jacques Dessalines was independent Hati's first ruler.,SUPPORTS,['jean-jacques dessalines']
Simon Cowell is someone that donates money to certain causes.,SUPPORTS,['simon cowell']
"Jean-Jacques Dessalines graduated college on September 20th, 1758.",REFUTES,['jean-jacques dessalines']
Simon Cowell has given to charities,NOT ENOUGH INFO,['simon cowell']
Maximum Overdrive was written by Stephen King.,SUPPORTS,['stephen king']
"Until July 2006, Nina Jacobson worked for Buena Vista Motion Pictures Group.",SUPPORTS,['nina jacobson']
Caleb McLaughlin was born in the year 2001.,SUPPORTS,['caleb mclaughlin']
Charles de Gaulle was a leader in the French Resistance.,SUPPORTS,['charles de gaulle']
Hezbollah is part of Iran.,REFUTES,['hezbollah']
L. Ron Hubbard died in September 1986.,REFUTES,['l. ron hubbard']
Gamal Abdel Nasser's funeral drew ten million mourners.,NOT ENOUGH INFO,"[""gamal abdel nasser's""]"
The Winds of Winter is being written by J. R. R. Tolkien.,REFUTES,['j. r. r. tolkien']
Ted Cruz is a vegan.,NOT ENOUGH INFO,['ted cruz']
Times Higher Education World University Rankings comes out each January.,NOT ENOUGH INFO,"['times', 'times higher education world university rankings']"
Jonah Hill is a screenwriter.,SUPPORTS,['jonah hill']
Jeb Bush was raised in Houston.,SUPPORTS,['jeb bush']
Amancio Ortega is a business tycoon.,SUPPORTS,['amancio ortega']
Georges Gilles de la Tourette described symptoms in 48 patients.,NOT ENOUGH INFO,['georges gilles de la tourette']
Google Search cannot find sports scores.,REFUTES,['google search']
The SpongeBob SquarePants Movie stars an actor.,SUPPORTS,['spongebob squarepants']
Samsung has developed and marketed phones.,NOT ENOUGH INFO,['samsung']
Blank Space is incapable of being on a top 10 list in the country Austria.,REFUTES,['blank space']
The 66th Primetime Emmy Awards occurred in 1970.,REFUTES,['primetime emmy awards']
Manchester by the Sea is distributed by Paramount Studios,REFUTES,['manchester']
Sabbir Khan made his film producing debut in 2009.,NOT ENOUGH INFO,['sabbir khan']
David Lloyd George lost every bid to become prime minister.,REFUTES,['david lloyd george']
Sands Hotel and Casino started as a casino with 200 rooms.,SUPPORTS,['sands hotel']
"Amancio Ortega was born on October 28th, 1936.",REFUTES,['amancio ortega']
The Ellen Show broadcast on ABC.,REFUTES,['abc']
"Jack Dylan Grazer was born at 6:53 AM on September 3, 2003.",NOT ENOUGH INFO,['jack dylan grazer']
Issa Rae was removed from Awkward Black Girl.,NOT ENOUGH INFO,"['issa rae', 'awkward black girl']"
Kate Walsh was only ever on CBS shows.,REFUTES,['cbs']
Gory Guerrero wrestled Lucha Libre.,SUPPORTS,['gory guerrero']
Ricardo Montalbán was born in 1918.,REFUTES,['ricardo montalbán']
The Airbus A380 entered commercial service on Mars.,NOT ENOUGH INFO,['airbus']
Animated programs have been produced by Fred Seibert.,SUPPORTS,['fred seibert']
Stephen Moyer worked with Ron Perlman as his co-star in Prince Valiant.,SUPPORTS,['stephen moyer']
Brown University's main campus is located in the third richest city in New England.,NOT ENOUGH INFO,"[""brown university's""]"
Henry III assumed the throne when he was 65 years old.,REFUTES,['henry iii']
"L. Ron Hubbard spent the remaining years of his life at his ranch the ""Whispering Wind.""",SUPPORTS,['l. ron hubbard']
Simon Pegg is a dancer.,NOT ENOUGH INFO,['simon pegg']
Ryan Seacrest was the host of American Idol (season 8).,SUPPORTS,['idol']
Caleb McLaughlin was born on the day 13th.,SUPPORTS,['caleb mclaughlin']
Kevin Bacon was in a golf tournament with Barry Levinson.,NOT ENOUGH INFO,['kevin bacon']
"L. Ron Hubbard spent the remaining years of his life on a ranch near San Diego, California.",NOT ENOUGH INFO,['l. ron hubbard']
Gory Guerrero was a Mucha Lucha artist.,NOT ENOUGH INFO,['gory guerrero']
The Times is a website.,REFUTES,['times']
Morgan Fairchild has appeared on a telenovela.,NOT ENOUGH INFO,['morgan fairchild']
The Office (US) is a movie only.,REFUTES,['the office (us']
The House of the Spirits is based on the 1982 novel La Casa de los Espíritus by Isabel Allende and edited by R.L. Stine.,NOT ENOUGH INFO,['the house of the spirits']
Benjamin Walker (actor) is a stand up comedian.,SUPPORTS,['benjamin walker']
Mandy Moore is a vocalist and harmonica player.,NOT ENOUGH INFO,['mandy moore']
Kyle Maclachlan is from Texas.,NOT ENOUGH INFO,['kyle maclachlan']
Kenny Chesney was born.,SUPPORTS,['kenny chesney']
"Daenerys Targaryen was introduced in A Game of Thrones as a refugee from the current king, Robert Baratheon.",NOT ENOUGH INFO,['thrones']
Benjamin Walker (actor) was born in 1989.,REFUTES,['benjamin walker']
The Book of Mormon has won zero awards.,REFUTES,['mormon']
House of Balloons is by a woman singer.,REFUTES,['house of balloons']
Toy Story 2 was produced by Pixar Animation Studios for Walt Disney Pictures.,NOT ENOUGH INFO,"['pixar', 'disney']"
Nawaz Sharif is an old prime minister.,NOT ENOUGH INFO,['nawaz sharif']
Jonah Hill is not a screenwriter.,REFUTES,['jonah hill']
Sabbir Khan was a director of a movie featuring Akshay Kumar in a starring role.,SUPPORTS,['sabbir khan']
Riz Ahmed is an award nominated singer.,NOT ENOUGH INFO,['riz ahmed']
Sherilyn Fenn is a person.,SUPPORTS,['sherilyn fenn']
The New England Patriots are even with the 49ers and Cowboys for the second most Super Bowl wins.,SUPPORTS,['the new england patriots']
Ted Cruz was born in 1970.,SUPPORTS,['ted cruz']
Sabbir Khan directed a film starring Cuba Gooding Jr.,NOT ENOUGH INFO,['sabbir khan']
Brown University's main campus has been located in the College Hill Historic District of Providence since 1912.,NOT ENOUGH INFO,"[""brown university's""]"
Woodrow Wilson lived in a basement.,NOT ENOUGH INFO,['woodrow wilson']
Jamie Lee Curtis' father is Tony Curtis.,SUPPORTS,['jamie lee curtis']
The Office (US) is a book.,NOT ENOUGH INFO,['the office (us']
On Nickelodeon SpongeBob SquarePants is the highest rated series to ever air.,SUPPORTS,['spongebob squarepants']
Henry III of France was succeeded by a military junta.,REFUTES,['henry iii']
Alex Jones is the Zodiac Killer.,NOT ENOUGH INFO,['alex jones']
ASAP Rocky has directed music videos for other A$AP Mob members.,NOT ENOUGH INFO,['asap rocky']
Jiang Wen is a Chinese cuisine.,REFUTES,['jiang wen']
Doug Petrie appeared in a web-based film in 2008.,SUPPORTS,['doug petrie']
Menace II Society is only set in 1970.,REFUTES,['menace ii society']
"Richard Dawson sang on November 20th, 1932.",REFUTES,['richard dawson']
Samsung entered the electronics industry in the late 1960s.,SUPPORTS,['samsung']
Zoe Saldana was born in 1998.,REFUTES,['zoe saldana']
Shannon Lee is a venture capitalist.,NOT ENOUGH INFO,['shannon lee']
Jiang Wen is a Chinese singer.,NOT ENOUGH INFO,['jiang wen']
Georges Gilles de la Tourette described symptoms of Down syndrome.,REFUTES,['georges gilles de la tourette']
Dawood Ibrahim was born in 1934.,REFUTES,['dawood ibrahim']
Sonny & Cher began their career with record producer Phil Spector.,SUPPORTS,['cher']
"Watchmen is a film about a lone-wolf, who hails from Canada.",NOT ENOUGH INFO,['watchmen']
"Jack Dylan Grazer was married in Los Angeles, California.",NOT ENOUGH INFO,['jack dylan grazer']
Yvonne Strahovski is the actress's real name.,REFUTES,['yvonne strahovski']
Chadwick Boseman refused to ever portray a character in any Marvel Studios film.,REFUTES,['chadwick boseman']
Cary Elwes was born in 1982.,REFUTES,['cary elwes']
Jed Whedon is a citizen of the United States.,SUPPORTS,['jed whedon']
Jeb Bush's father is Barbara Bush.,REFUTES,['jeb bush']
Sherilyn Fenn had a role in The Shining.,NOT ENOUGH INFO,['sherilyn fenn']
The Indiana Pacers were first established in 1967 in Portugal.,NOT ENOUGH INFO,['the indiana pacers']
Ted Cruz was miscarried.,REFUTES,['ted cruz']
The Brat Pack is a type of name given to a group.,SUPPORTS,['the brat pack']
Kareem Abdul-Jabbar plays basketball.,SUPPORTS,['kareem abdul-jabbar']
Jeb Bush's parent is Barbara Bush.,SUPPORTS,['jeb bush']
Milk is based solely on a novel by Stephen King.,NOT ENOUGH INFO,['stephen king']
Emmanuel Macron worked in Germany.,NOT ENOUGH INFO,['emmanuel macron']
William Cohen is an actor.,NOT ENOUGH INFO,['william cohen']
Chris Mullin played one handed from 1997 until the 1999-2000 season.,NOT ENOUGH INFO,['chris mullin']
Sands Hotel and Casino closed in 1952.,REFUTES,['sands hotel']
Leslie Alexander owns an NBA team.,SUPPORTS,"['nba', 'leslie alexander']"
Tom Constanten is still a member of the Grateful Dead.,REFUTES,['the grateful dead']
One Flew Over the Cuckoo's Nest won Best Actor at the Academy Awards.,SUPPORTS,"['the academy awards', 'best actor']"
Issa Rae created Awkward Black Girl.,SUPPORTS,"['issa rae', 'awkward black girl']"
Rob McElhenney plays Mac on an FX/FXX comedy series.,SUPPORTS,"['fx', 'rob mcelhenney']"
The Stanford prison experiment was an investigation into the causes of difficulties between guards and civilians.,NOT ENOUGH INFO,['stanford']
Sabbir Khan directed Bruce Willis.,NOT ENOUGH INFO,"['sabbir khan', 'bruce willis']"
Caleb McLaughlin is an American actor.,SUPPORTS,['caleb mclaughlin']
The Book of Mormon was unable to win a Tony Award for Best Musical.,REFUTES,['mormon']
"Kenny Chesney's date of birth is March 26th, 1968.",SUPPORTS,['kenny chesney']
Firefox is a computer game.,REFUTES,['firefox']
The Times was printed in broadsheet format for 219 years before a switch to digital-only in 2008.,REFUTES,['times']
The Fame is the seventh best-selling digital album and 15th best-selling album.,NOT ENOUGH INFO,['fame']
Nate Diaz refused to ever sign with the UFC.,REFUTES,['ufc']
Jiang Wen is a Chinese singer.,NOT ENOUGH INFO,['jiang wen']
The Boeing 767 became the most frequently used airliner for transatlantic flights between North America and Europe in the 1990s.,SUPPORTS,['boeing']
Henry III assumed the throne in the middle of the First Barons' War.,SUPPORTS,['henry iii']
Manchester United's former name was not the Newton Heath LYR Football Club.,NOT ENOUGH INFO,['manchester']
Roberto Orci refused to ever work with J.J. Abrams.,REFUTES,['roberto orci']
UNESCO's City of Literature program was launched in 1900.,REFUTES,['unesco']
A.J. Styles won a cruise to Jamaica on Wheel of Fortune.,NOT ENOUGH INFO,['a.j. styles']
Stephen King wrote 7 novels under a pen name.,SUPPORTS,['stephen king']
Maximum Overdrive was funded by Stephen King.,NOT ENOUGH INFO,['stephen king']
Shannon Lee is a businesswoman.,SUPPORTS,['shannon lee']
Rick Ross released at least nine rescued seals.,NOT ENOUGH INFO,['rick ross']
"Menace II Society is set in South Central Los Angeles, California.",SUPPORTS,['menace ii society']
The Catcher in the Rye deals with the issue of self-awareness.,NOT ENOUGH INFO,['rye']
Sherilyn Fenn directed Boxing Helena.,REFUTES,['sherilyn fenn']
Adobe Photoshop is branded with a letter for the versions it is released as.,NOT ENOUGH INFO,['adobe photoshop']
The Fame was released in 2018.,REFUTES,['fame']
The Cyclades are north of mainland Greece.,REFUTES,['cyclades']
Boeing 787 Dreamliner is an air vessel.,SUPPORTS,['boeing']
The 1990s is the time period Menace II Society takes place in.,SUPPORTS,['menace ii society']
Manchester by the Sea is a film.,SUPPORTS,['manchester']
Georges Gilles de la Tourette failed to describe symptoms in nine patients.,REFUTES,['georges gilles de la tourette']
Caleb McLaughlin has a nationality.,SUPPORTS,['caleb mclaughlin']
Sennacherib had children.,NOT ENOUGH INFO,['sennacherib']
