claim,subject,predicate,object_raw,object_text,property_id,confidence,route,mapping_source,semantic_score,relation_phrase,object,nli_premise,evidence_source,sem_top_triple,sem_top_score,sem_evidence,has_evidence,nli_premise_verbalized,nli_entailment,nli_contradiction,nli_neutral,nli_verdict,nli_confidence,label,gold_label,pred_label
A&E has always been called A&E.,A&E,call,A&E.,,,low,semantic_search,none,,call a&e. be,,a&e country united states,semantic_fallback,a&e --[COUNTRY]--> united states,0.6069,a&e country united states | a&e headquarters new york city | a&e inception date 1984-02-01,True,a&e is from united states.,0.0004,0.0424,0.9572,NOT_ENOUGH_INFO,0.9572,REFUTES,REFUTES,NOT_ENOUGH_INFO
Thomas Jefferson retired from the presidency.,Thomas Jefferson,retire,,,,low,semantic_search,none,,retire from the presidency,,thomas jefferson position held president of the united states,semantic_fallback,thomas jefferson --[POSITION_HELD]--> president of the united states,0.709,thomas jefferson position held president of the united states | thomas jefferson position held president-elect of the united states | thomas jefferson occupation politician,True,thomas jefferson has held the position of president of the united states.,0.0001,0.9991,0.0009,REFUTES,0.9991,NOT ENOUGH INFO,NOT_ENOUGH_INFO,REFUTES
"""I Feel for You"" by Chaka Khan was released five years after 1984.",,i feel for you,,,,low,semantic_search,none,,i feel for you by person release,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,REFUTES,REFUTES,NOT_ENOUGH_INFO
Anne Rice lived in the southwestern US.,Anne Rice,live,,,,low,semantic_search,none,,live in place,,anne rice country of citizenship united states,semantic_fallback,anne rice --[COUNTRY_OF_CITIZENSHIP]--> united states,0.7541,anne rice country of citizenship united states | anne rice occupation writer | anne rice place of birth new orleans,True,anne rice is a citizen of united states.,0.0004,0.0006,0.999,NOT_ENOUGH_INFO,0.999,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Ripon College has existed since at least 1924.,Ripon College,exist,,,,low,semantic_search,none,,exist since date,,ripon college inception date 1851-01-01,semantic_fallback,ripon college --[INCEPTION_DATE]--> 1851-01-01,0.7887,ripon college inception date 1851-01-01 | ripon college country united states | ripon college industry higher education,True,ripon college was founded on 1851-01-01.,0.3057,0.6199,0.0745,REFUTES,0.6199,NOT ENOUGH INFO,NOT_ENOUGH_INFO,REFUTES
Kelly Preston was not in The Cat in the Hat.,Kelly Preston,be,,,,low,semantic_search,none,,be in the cat in the hat,,kelly preston occupation actor,semantic_fallback,kelly preston --[OCCUPATION]--> actor,0.5446,kelly preston occupation actor | kelly preston occupation television actor | kelly preston date of death 2020-07-12,True,kelly preston is an actor.,0.0035,0.949,0.0475,REFUTES,0.949,REFUTES,REFUTES,REFUTES
Tim McGraw had a supporting role in the Watergate scandal.,Tim McGraw,have,a supporting role in the Watergate scandal,,,low,semantic_search,none,,have,,tim mcgraw occupation actor,semantic_fallback,tim mcgraw --[OCCUPATION]--> actor,0.5949,tim mcgraw occupation actor | tim mcgraw occupation film actor | tim mcgraw occupation singer,True,tim mcgraw is an actor.,0.0002,0.0145,0.9853,NOT_ENOUGH_INFO,0.9853,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Rupert Murdoch has control of Disney.,Rupert Murdoch,have,control of Disney,,,low,semantic_search,none,,have,,rupert murdoch occupation media proprietor,semantic_fallback,rupert murdoch --[OCCUPATION]--> media proprietor,0.6251,rupert murdoch occupation media proprietor | rupert murdoch occupation entrepreneur | rupert murdoch occupation publisher,True,rupert murdoch is a media proprietor.,0.0005,0.9971,0.0024,REFUTES,0.9971,NOT ENOUGH INFO,NOT_ENOUGH_INFO,REFUTES
Nuuk is outside of Greenland.,Nuuk,be,,,,low,semantic_search,none,,be,,nuuk country greenland,semantic_fallback,nuuk --[COUNTRY]--> greenland,0.9009,nuuk country greenland,True,nuuk is from greenland.,0.8484,0.0045,0.1471,SUPPORTS,0.8484,REFUTES,REFUTES,SUPPORTS
Henry II of France has three sons.,Henry II,have,three sons,,,low,semantic_search,none,,have,,henry ii occupation monarch,semantic_fallback,henry ii --[OCCUPATION]--> monarch,0.6387,henry ii occupation monarch | henry ii date of birth 1133-03-12 | henry ii position held king,True,henry ii is a monarch.,0.0001,0.0012,0.9987,NOT_ENOUGH_INFO,0.9987,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Sheryl Lee appeared in a film in 2016.,Sheryl Lee,appeared_in,,,,low,semantic_search,none,,appear in date,,sheryl lee occupation film actor,semantic_fallback,sheryl lee --[OCCUPATION]--> film actor,0.7953,sheryl lee occupation film actor | sheryl lee occupation actor | sheryl lee occupation stage actor,True,sheryl lee is a film actor.,0.0002,0.0005,0.9994,NOT_ENOUGH_INFO,0.9994,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Kelly Preston directed many music videos.,Kelly Preston,directed_by,many music videos,,,low,semantic_search,none,,direct,,kelly preston occupation film actor,semantic_fallback,kelly preston --[OCCUPATION]--> film actor,0.68,kelly preston occupation film actor | kelly preston occupation actor | kelly preston occupation television actor,True,kelly preston is a film actor.,0.003,0.0083,0.9886,NOT_ENOUGH_INFO,0.9886,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Folklore includes idioms.,Folklore,include,idioms,,,low,semantic_search,none,,include,,folklore inception date 1878-01-01,semantic_fallback,folklore --[INCEPTION_DATE]--> 1878-01-01,0.5992,folklore inception date 1878-01-01 | folklore country united kingdom | folklore country of origin united kingdom,True,folklore was founded on 1878-01-01.,0.0008,0.0001,0.9991,NOT_ENOUGH_INFO,0.9991,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Katy Perry's song Roar (song) came out for the first time on her fifth studio album.,Katy Perry,come,,,,low,semantic_search,none,,come for the first time on her fifth studio album,,katy perry genre pop music,semantic_fallback,katy perry --[GENRE]--> pop music,0.5792,katy perry genre pop music | katy perry genre electropop | katy perry genre rock music,True,katy perry is associated with the genre pop music.,0.0001,0.0012,0.9987,NOT_ENOUGH_INFO,0.9987,REFUTES,REFUTES,NOT_ENOUGH_INFO
Brian Michael Bendis has worked in Tokyo.,Brian Michael Bendis,worked,,,,low,semantic_search,none,,work in place,,brian michael bendis occupation screenwriter,semantic_fallback,brian michael bendis --[OCCUPATION]--> screenwriter,0.6668,brian michael bendis occupation screenwriter | brian michael bendis occupation television producer | brian michael bendis occupation television actor,True,brian michael bendis is a screenwriter.,0.0007,0.053,0.9462,NOT_ENOUGH_INFO,0.9462,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Ernest Medina was acquitted in 1971.,Ernest Medina,acquit,,,,low,semantic_search,none,,acquit in date be,,ernest medina date of birth 1936-08-27,semantic_fallback,ernest medina --[DATE_OF_BIRTH]--> 1936-08-27,0.5601,ernest medina date of birth 1936-08-27 | ernest medina date of death 2018-05-08 | ernest medina occupation military personnel,True,ernest medina was born on 1936-08-27.,0.0002,0.0685,0.9313,NOT_ENOUGH_INFO,0.9313,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Saturn Corporation is registered as a trademark.,Saturn Corporation,register,,,,low,semantic_search,none,,register as a trademark,,saturn corporation country of origin united states,semantic_fallback,saturn corporation --[COUNTRY_OF_ORIGIN]--> united states,0.7472,saturn corporation country of origin united states | saturn corporation country united states | saturn corporation inception date 1985-01-01,True,saturn corporation is from of origin united states.,0.0003,0.0013,0.9983,NOT_ENOUGH_INFO,0.9983,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Brian Michael Bendis began pole vaulting at the University of Oregon in fall of 2013.,Brian Michael Bendis,begin,pole vaulting at the University of Oregon,,,low,semantic_search,none,,begin in fall of 2013,,brian michael bendis date of birth 1967-08-18,semantic_fallback,brian michael bendis --[DATE_OF_BIRTH]--> 1967-08-18,0.5418,brian michael bendis date of birth 1967-08-18 | brian michael bendis place of birth cleveland | brian michael bendis occupation television producer,True,brian michael bendis was born on 1967-08-18.,0.0,0.9991,0.0009,REFUTES,0.9991,NOT ENOUGH INFO,NOT_ENOUGH_INFO,REFUTES
The first inauguration of Bill Clinton was held on a boat.,inauguration,hold,,,,low,semantic_search,none,,hold on a boat be,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Bad Romance sold 12 million copies.,Bad Romance,sell,12 million copies,,,low,semantic_search,none,,sell,,bad romance record label sony group,semantic_fallback,bad romance --[RECORD_LABEL]--> sony group,0.5968,bad romance record label sony group | bad romance award received snep platinum single | bad romance record label cherrytree records,True,bad romance is signed to sony group.,0.0,0.0026,0.9973,NOT_ENOUGH_INFO,0.9973,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
The State of Palestine claims the Gaza Strip and is contested.,State,claim,the Gaza Strip,,,low,semantic_search,none,,claim contest,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Aleister Crowley taught occultism to students.,Aleister Crowley,teach,occultism,,,low,semantic_search,none,,teach,,aleister crowley occupation writer,semantic_fallback,aleister crowley --[OCCUPATION]--> writer,0.6095,aleister crowley occupation writer | aleister crowley occupation astrologer | aleister crowley occupation playwright,True,aleister crowley is a writer.,0.0003,0.9541,0.0456,REFUTES,0.9541,NOT ENOUGH INFO,NOT_ENOUGH_INFO,REFUTES
John Deighton worked a Californian gold claim.,John Deighton,worked,a Californian gold claim,,,low,semantic_search,none,,work,,john deighton date of birth 1791-01-01,semantic_fallback,john deighton --[DATE_OF_BIRTH]--> 1791-01-01,0.571,john deighton date of birth 1791-01-01 | john deighton date of death 1854-01-01,True,john deighton was born on 1791-01-01.,0.0001,0.9887,0.0113,REFUTES,0.9887,SUPPORTS,SUPPORTS,REFUTES
Ryan Gosling stars in Blade Runner 2049.,,stars_in,,,,low,semantic_search,none,,star in person,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Stephen Hillenburg developed an interest in woman.,Stephen Hillenburg,developed_by,an interest in woman,,,low,semantic_search,none,,develop,,stephen hillenburg occupation writer,semantic_fallback,stephen hillenburg --[OCCUPATION]--> writer,0.6588,stephen hillenburg occupation writer | stephen hillenburg occupation screenwriter | stephen hillenburg date of birth 1961-08-21,True,stephen hillenburg is a writer.,0.0008,0.0008,0.9984,NOT_ENOUGH_INFO,0.9984,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Aarhus is the ball of Aarhus municipality.,Aarhus,be,the ball of Aarhus municipality,,,low,semantic_search,none,,be the ball of aarhus municipality,,aarhus country denmark,semantic_fallback,aarhus --[COUNTRY]--> denmark,0.7961,aarhus country denmark | aarhus award received european capital of culture | aarhus inception date 0800-01-01,True,aarhus is from denmark.,0.639,0.0169,0.3441,SUPPORTS,0.639,REFUTES,REFUTES,SUPPORTS
Al Jardine sang lead vocal on a song written by a capitalist.,Al Jardine,sing,lead vocal on a song written by a capitalist,,,low,semantic_search,none,,sing,,al jardine occupation singer-songwriter,semantic_fallback,al jardine --[OCCUPATION]--> singer-songwriter,0.736,al jardine occupation singer-songwriter | al jardine occupation singer | al jardine genre rock music,True,al jardine is a singer-songwriter.,0.0235,0.355,0.6215,NOT_ENOUGH_INFO,0.6215,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
L.A. Reid was turned down for the role of CEO of an American record label owned by Sony Music Entertainment.,L.A. Reid,turn,,,,low,semantic_search,none,,turn for the role of ceo of an american record label owned by sony music entertainment be,,l.a. reid occupation executive producer,semantic_fallback,l.a. reid --[OCCUPATION]--> executive producer,0.6279,l.a. reid occupation executive producer | l.a. reid occupation record producer | l.a. reid occupation songwriter,True,l.a. reid is an executive producer.,0.0,0.9983,0.0017,REFUTES,0.9983,REFUTES,REFUTES,REFUTES
Samwell Tarly appears in novels only by J. R. R. Tolkien.,Samwell,appeared_in,,,,low,semantic_search,none,,appear in novels by person,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,REFUTES,REFUTES,NOT_ENOUGH_INFO
Lizzy Caplan has appeared in multiple political debates.,Lizzy Caplan,appeared_in,,,,low,semantic_search,none,,appear in multiple political debates,,lizzy caplan occupation actor,semantic_fallback,lizzy caplan --[OCCUPATION]--> actor,0.6546,lizzy caplan occupation actor | lizzy caplan occupation television actor | lizzy caplan occupation voice actor,True,lizzy caplan is an actor.,0.0003,0.0011,0.9986,NOT_ENOUGH_INFO,0.9986,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Rio's sequel is an American musical comedy film.,Rio,be,an American musical comedy film,,,low,semantic_search,none,,be an american musical comedy film,,rio country brazil,semantic_fallback,rio --[COUNTRY]--> brazil,0.4478,rio country brazil,True,rio is from brazil.,0.0,0.9994,0.0006,REFUTES,0.9994,SUPPORTS,SUPPORTS,REFUTES
Mickey Rourke was unable to appear in The Expendables.,Mickey Rourke,be,unable to appear in The Expendables,,,low,semantic_search,none,,be unable to appear in the expendables,,mickey rourke occupation character actor,semantic_fallback,mickey rourke --[OCCUPATION]--> character actor,0.562,mickey rourke occupation character actor | mickey rourke occupation screenwriter | mickey rourke occupation model,True,mickey rourke is a character actor.,0.0001,0.9989,0.0011,REFUTES,0.9989,REFUTES,REFUTES,REFUTES
Randy Savage has hairy legs.,Randy Savage,have,hairy legs,,,low,semantic_search,none,,have,,randy savage occupation professional wrestler,semantic_fallback,randy savage --[OCCUPATION]--> professional wrestler,0.6197,randy savage occupation professional wrestler | randy savage occupation actor | randy savage occupation film actor,True,randy savage is a professional wrestler.,0.0013,0.0003,0.9984,NOT_ENOUGH_INFO,0.9984,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
"""Love the Way You Lie"" failed to receive any Grammy nominations.",Love the Way You Lie,fail,,,,low,semantic_search,none,,fail receive,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,REFUTES,REFUTES,NOT_ENOUGH_INFO
Soyuz is still in beta mode.,Soyuz,be,,,,low,semantic_search,none,,be in beta mode,,soyuz inception date 1988-01-01,semantic_fallback,soyuz --[INCEPTION_DATE]--> 1988-01-01,0.5596,soyuz inception date 1988-01-01 | soyuz country russia | soyuz headquarters moscow,True,soyuz was founded on 1988-01-01.,0.0,0.9776,0.0224,REFUTES,0.9776,REFUTES,REFUTES,REFUTES
"At the first inauguration of Bill Clinton, he became the 42nd President of the United States.",he,become,the 42nd President of the United States,,,low,semantic_search,none,,become the 42nd president of the united states at the first inauguration of bill clinton,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Tylenol is advertised only as a pain killer.,Tylenol,advertise,,,,low,semantic_search,none,,advertise as a pain killer,,tylenol country united states,semantic_fallback,tylenol --[COUNTRY]--> united states,0.601,tylenol country united states,True,tylenol is from united states.,0.0001,0.0062,0.9938,NOT_ENOUGH_INFO,0.9938,REFUTES,REFUTES,NOT_ENOUGH_INFO
Victoria Palace Theatre is outside the City of Westminster.,Victoria Palace Theatre,be,,,,low,semantic_search,none,,be outside place,,victoria palace theatre country united kingdom,semantic_fallback,victoria palace theatre --[COUNTRY]--> united kingdom,0.7762,victoria palace theatre country united kingdom,True,victoria palace theatre is from united kingdom.,0.0009,0.0019,0.9972,NOT_ENOUGH_INFO,0.9972,REFUTES,REFUTES,NOT_ENOUGH_INFO
Diwali spiritually signifies good over evil.,Diwali,signify,good over evil,,,low,semantic_search,none,,signify good over evil,,diwali country india,semantic_fallback,diwali --[COUNTRY]--> india,0.5544,diwali country india | diwali country singapore | diwali country guyana,True,diwali is from india.,0.0007,0.0002,0.9991,NOT_ENOUGH_INFO,0.9991,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Tinker Tailor Soldier Spy stars John Hurt and Tom Cruise.,,star john hurt,,,,low,semantic_search,none,,star john hurt,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Rick Yune was on a series that cancelled.,Rick Yune,be,,,,low,semantic_search,none,,be on a series that cancelled,,rick yune occupation television actor,semantic_fallback,rick yune --[OCCUPATION]--> television actor,0.7095,rick yune occupation television actor | rick yune occupation actor | rick yune occupation film producer,True,rick yune is a television actor.,0.0001,0.0128,0.9871,NOT_ENOUGH_INFO,0.9871,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
The World Trade Center was constructed on September 11.,World Trade Center,construct,,,,low,semantic_search,none,,construct on date be,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
